ensgene	control_1	treated_1	control_2	treated_2
ENSG00000156140	116,0	199,0	407,0	236,0
ENSG00000156150	110,0	71,0	108,0	72,0
ENSG00000156162	1209,0	1437,0	1510,0	965,0
ENSG00000156170	148,0	101,0	193,0	113,0
ENSG00000156171	1367,0	1013,0	1481,0	941,0
ENSG00000156172	43,0	49,0	108,0	50,0
ENSG00000156194	96,0	35,0	103,0	40,0
ENSG00000156206	0,0	0,0	0,0	1,0
ENSG00000156218	84,0	68,0	112,0	65,0
ENSG00000156219	11,0	3,0	4,0	3,0
ENSG00000156222	0,0	0,0	0,0	0,0
ENSG00000156232	242,0	288,0	268,0	225,0
ENSG00000156234	0,0	0,0	0,0	0,0
ENSG00000156239	348,0	247,0	413,0	146,0
ENSG00000156253	417,0	334,0	489,0	339,0
ENSG00000156256	975,0	932,0	1168,0	794,0
ENSG00000156261	2402,0	2336,0	2349,0	1908,0
ENSG00000156265	399,0	196,0	645,0	308,0
ENSG00000156269	1,0	0,0	0,0	3,0
ENSG00000156273	1461,0	958,0	1320,0	954,0
ENSG00000156282	0,0	0,0	0,0	0,0
ENSG00000156284	0,0	0,0	0,0	0,0
ENSG00000156298	2,0	1,0	0,0	3,0
ENSG00000156299	0,0	4,0	9,0	0,0
ENSG00000156304	804,0	778,0	1390,0	689,0
ENSG00000156313	73,0	152,0	125,0	77,0
ENSG00000156345	198,0	167,0	192,0	74,0
ENSG00000156374	191,0	203,0	185,0	148,0
ENSG00000156381	212,0	207,0	308,0	145,0
ENSG00000156384	90,0	70,0	99,0	65,0
ENSG00000156395	0,0	0,0	0,0	0,0
ENSG00000156398	126,0	35,0	83,0	79,0
ENSG00000156411	727,0	696,0	807,0	402,0
ENSG00000156413	1,0	0,0	0,0	0,0
ENSG00000156414	12,0	23,0	5,0	1,0
ENSG00000156427	33,0	34,0	70,0	52,0
ENSG00000156453	15,0	12,0	7,0	2,0
ENSG00000156463	7,0	12,0	9,0	8,0
ENSG00000156466	14,0	4,0	18,0	5,0
ENSG00000156467	2368,0	2044,0	3002,0	1584,0
ENSG00000156469	214,0	219,0	263,0	149,0
ENSG00000156471	1963,0	1669,0	3292,0	1289,0
ENSG00000156475	7,0	4,0	24,0	4,0
ENSG00000156482	10309,0	10042,0	11077,0	5399,0
ENSG00000156486	175,0	187,0	244,0	138,0
ENSG00000156500	71,0	69,0	93,0	42,0
ENSG00000156502	283,0	294,0	404,0	212,0
ENSG00000156504	397,0	338,0	476,0	342,0
ENSG00000156508	287372,0	244921,0	346235,0	161597,0
ENSG00000156509	4,0	6,0	7,0	2,0
ENSG00000156510	5,0	5,0	1,0	1,0
ENSG00000156515	2415,0	2127,0	2654,0	1443,0
ENSG00000156521	302,0	350,0	231,0	212,0
ENSG00000156531	632,0	548,0	749,0	413,0
ENSG00000156535	3938,0	3426,0	3174,0	2214,0
ENSG00000156564	0,0	0,0	0,0	0,0
ENSG00000156574	2,0	1,0	4,0	1,0
ENSG00000156575	0,0	0,0	0,0	0,0
ENSG00000156587	1543,0	1581,0	1597,0	900,0
ENSG00000156599	2314,0	2127,0	2633,0	1899,0
ENSG00000156603	225,0	181,0	262,0	161,0
ENSG00000156639	1848,0	1379,0	2653,0	1581,0
ENSG00000156642	2225,0	2199,0	3238,0	2167,0
ENSG00000156650	948,0	838,0	1095,0	561,0
ENSG00000156671	1363,0	1510,0	1567,0	1495,0
ENSG00000156675	475,0	1112,0	1423,0	1812,0
ENSG00000156687	0,0	0,0	0,0	0,0
ENSG00000156689	28,0	18,0	66,0	73,0
ENSG00000156697	369,0	333,0	352,0	221,0
ENSG00000156709	434,0	425,0	517,0	261,0
ENSG00000156711	159,0	169,0	218,0	179,0
ENSG00000156735	478,0	408,0	586,0	448,0
ENSG00000156738	0,0	0,0	0,0	0,0
ENSG00000156755	0,0	0,0	0,0	0,0
ENSG00000156787	138,0	134,0	151,0	92,0
ENSG00000156795	78,0	84,0	86,0	59,0
ENSG00000156802	463,0	363,0	592,0	237,0
ENSG00000156804	2269,0	5946,0	2227,0	3525,0
ENSG00000156831	276,0	273,0	293,0	205,0
ENSG00000156853	222,0	164,0	232,0	128,0
ENSG00000156858	494,0	528,0	447,0	315,0
ENSG00000156860	899,0	1144,0	1332,0	880,0
ENSG00000156869	248,0	131,0	236,0	49,0
ENSG00000156873	308,0	267,0	333,0	201,0
ENSG00000156875	1048,0	1011,0	1153,0	832,0
ENSG00000156876	68,0	38,0	78,0	32,0
ENSG00000156885	0,0	0,0	0,0	0,0
ENSG00000156886	6,0	0,0	8,0	3,0
ENSG00000156920	0,0	0,0	0,0	0,0
ENSG00000156925	0,0	0,0	0,0	0,0
ENSG00000156928	298,0	297,0	300,0	252,0
ENSG00000156931	1e3	660,0	991,0	463,0
ENSG00000156958	283,0	245,0	313,0	224,0
ENSG00000156959	2,0	3,0	3,0	3,0
ENSG00000156966	7,0	12,0	12,0	5,0
ENSG00000156968	75,0	71,0	59,0	68,0
ENSG00000156970	40,0	25,0	26,0	21,0
ENSG00000156973	320,0	257,0	335,0	159,0
ENSG00000156976	6672,0	5437,0	7849,0	3735,0
ENSG00000156983	408,0	409,0	446,0	204,0
ENSG00000156990	301,0	267,0	358,0	215,0
ENSG00000157005	5,0	3,0	22,0	0,0
ENSG00000157014	1011,0	856,0	661,0	637,0
ENSG00000157017	3,0	7,0	7,0	7,0
ENSG00000157020	1676,0	1442,0	1943,0	852,0
ENSG00000157021	0,0	1,0	0,0	0,0
ENSG00000157036	233,0	200,0	275,0	265,0
ENSG00000157045	391,0	346,0	588,0	354,0
ENSG00000157060	0,0	1,0	0,0	0,0
ENSG00000157064	1,0	4,0	8,0	23,0
ENSG00000157077	756,0	630,0	1076,0	567,0
ENSG00000157087	0,0	1,0	0,0	1,0
ENSG00000157093	0,0	0,0	0,0	0,0
ENSG00000157103	0,0	0,0	0,0	0,0
ENSG00000157106	3178,0	2657,0	3545,0	1872,0
ENSG00000157107	711,0	759,0	839,0	740,0
ENSG00000157110	2284,0	3895,0	2898,0	3048,0
ENSG00000157111	21,0	24,0	52,0	30,0
ENSG00000157119	0,0	0,0	0,0	0,0
ENSG00000157131	0,0	0,0	0,0	0,0
ENSG00000157150	42,0	325,0	45,0	167,0
ENSG00000157152	6,0	72,0	11,0	35,0
ENSG00000157168	109,0	29,0	87,0	27,0
ENSG00000157181	433,0	458,0	568,0	282,0
ENSG00000157184	226,0	167,0	355,0	164,0
ENSG00000157191	1186,0	937,0	1567,0	1009,0
ENSG00000157193	80,0	91,0	136,0	36,0
ENSG00000157211	0,0	1,0	0,0	0,0
ENSG00000157212	384,0	318,0	436,0	195,0
ENSG00000157214	1498,0	4241,0	1569,0	4021,0
ENSG00000157216	1312,0	1771,0	1420,0	1732,0
ENSG00000157219	0,0	0,0	0,0	0,0
ENSG00000157224	640,0	599,0	840,0	609,0
ENSG00000157227	29433,0	25186,0	33084,0	17087,0
ENSG00000157240	2112,0	1954,0	1962,0	1320,0
ENSG00000157259	1036,0	960,0	1188,0	696,0
ENSG00000157303	2,0	1,0	16,0	0,0
ENSG00000157315	6,0	8,0	7,0	3,0
ENSG00000157322	8,0	1,0	7,0	3,0
ENSG00000157326	487,0	488,0	491,0	206,0
ENSG00000157330	6,0	5,0	10,0	9,0
ENSG00000157335	0,0	1,0	0,0	1,0
ENSG00000157343	11,0	16,0	20,0	11,0
ENSG00000157349	436,0	396,0	474,0	339,0
ENSG00000157350	443,0	500,0	771,0	269,0
ENSG00000157353	303,0	237,0	242,0	131,0
ENSG00000157368	78,0	5,0	121,0	21,0
ENSG00000157379	424,0	309,0	306,0	146,0
ENSG00000157388	7,0	9,0	15,0	5,0
ENSG00000157399	79,0	48,0	40,0	40,0
ENSG00000157404	536,0	320,0	885,0	216,0
ENSG00000157423	21,0	28,0	52,0	13,0
ENSG00000157426	291,0	214,0	335,0	174,0
ENSG00000157429	86,0	70,0	127,0	45,0
ENSG00000157445	215,0	120,0	156,0	55,0
ENSG00000157450	803,0	818,0	1115,0	603,0
ENSG00000157456	31,0	32,0	43,0	34,0
ENSG00000157470	2,0	9,0	27,0	13,0
ENSG00000157483	1114,0	1920,0	2420,0	1926,0
ENSG00000157500	1257,0	1022,0	1354,0	817,0
ENSG00000157502	2,0	20,0	3,0	9,0
ENSG00000157510	231,0	868,0	254,0	480,0
ENSG00000157514	384,0	4517,0	520,0	3105,0
ENSG00000157538	1708,0	1640,0	1596,0	1252,0
ENSG00000157540	950,0	845,0	1105,0	655,0
ENSG00000157542	28,0	15,0	34,0	23,0
ENSG00000157551	5,0	26,0	35,0	3,0
ENSG00000157554	6,0	3,0	6,0	2,0
ENSG00000157557	1236,0	915,0	1049,0	685,0
ENSG00000157570	75,0	56,0	57,0	19,0
ENSG00000157578	23,0	16,0	42,0	8,0
ENSG00000157593	1956,0	1896,0	1963,0	1266,0
ENSG00000157600	285,0	221,0	234,0	210,0
ENSG00000157601	318,0	152,0	304,0	136,0
ENSG00000157613	3665,0	1965,0	4151,0	1274,0
ENSG00000157617	530,0	734,0	504,0	880,0
ENSG00000157625	649,0	513,0	816,0	325,0
ENSG00000157637	2644,0	2547,0	2791,0	1928,0
ENSG00000157653	14,0	13,0	17,0	8,0
ENSG00000157654	91,0	115,0	229,0	121,0
ENSG00000157657	785,0	407,0	823,0	257,0
ENSG00000157680	406,0	225,0	460,0	641,0
ENSG00000157693	233,0	166,0	391,0	137,0
ENSG00000157703	1,0	0,0	0,0	0,0
ENSG00000157734	51,0	48,0	44,0	25,0
ENSG00000157741	579,0	489,0	831,0	377,0
ENSG00000157764	655,0	547,0	850,0	444,0
ENSG00000157765	7,0	8,0	7,0	2,0
ENSG00000157766	15,0	6,0	442,0	339,0
ENSG00000157778	150,0	162,0	170,0	102,0
ENSG00000157782	18,0	5,0	6,0	5,0
ENSG00000157796	1381,0	1486,0	1815,0	1365,0
ENSG00000157800	945,0	812,0	1148,0	655,0
ENSG00000157823	850,0	790,0	1109,0	889,0
ENSG00000157827	1214,0	1603,0	1391,0	1322,0
ENSG00000157833	260,0	122,0	221,0	127,0
ENSG00000157837	1148,0	942,0	1260,0	652,0
ENSG00000157851	1,0	1,0	9,0	0,0
ENSG00000157856	0,0	0,0	0,0	0,0
ENSG00000157869	354,0	288,0	286,0	207,0
ENSG00000157870	203,0	241,0	201,0	134,0
ENSG00000157873	387,0	277,0	295,0	124,0
ENSG00000157881	20,0	15,0	10,0	3,0
ENSG00000157884	0,0	0,0	0,0	0,0
ENSG00000157890	5,0	7,0	1,0	6,0
ENSG00000157895	328,0	303,0	412,0	164,0
ENSG00000157911	299,0	222,0	394,0	180,0
ENSG00000157916	2275,0	2370,0	2736,0	1833,0
ENSG00000157927	21,0	64,0	87,0	28,0
ENSG00000157933	2131,0	1947,0	2307,0	1260,0
ENSG00000157954	1683,0	1786,0	2427,0	1575,0
ENSG00000157965	0,0	0,0	0,0	0,0
ENSG00000157978	473,0	444,0	719,0	414,0
ENSG00000157985	1144,0	1025,0	1115,0	528,0
ENSG00000157992	12,0	5,0	11,0	5,0
ENSG00000157999	6,0	5,0	10,0	3,0
ENSG00000158006	228,0	150,0	318,0	142,0
ENSG00000158008	49,0	18,0	69,0	35,0
ENSG00000158014	9,0	20,0	15,0	9,0
ENSG00000158019	758,0	641,0	968,0	575,0
ENSG00000158022	0,0	2,0	0,0	7,0
ENSG00000158023	86,0	76,0	142,0	63,0
ENSG00000158042	565,0	345,0	758,0	235,0
ENSG00000158050	0,0	1,0	2,0	4,0
ENSG00000158055	2,0	0,0	1,0	0,0
ENSG00000158062	180,0	138,0	287,0	92,0
ENSG00000158077	2,0	1,0	2,0	1,0
ENSG00000158079	196,0	352,0	264,0	316,0
ENSG00000158089	20,0	57,0	44,0	17,0
ENSG00000158092	645,0	443,0	707,0	341,0
ENSG00000158104	33,0	52,0	51,0	57,0
ENSG00000158106	7,0	3,0	14,0	4,0
ENSG00000158109	1866,0	1589,0	2099,0	1395,0
ENSG00000158113	21,0	23,0	49,0	21,0
ENSG00000158122	615,0	1037,0	773,0	856,0
ENSG00000158125	11,0	32,0	50,0	28,0
ENSG00000158156	182,0	184,0	160,0	118,0
ENSG00000158158	239,0	229,0	269,0	172,0
ENSG00000158161	567,0	544,0	751,0	412,0
ENSG00000158163	155,0	130,0	215,0	86,0
ENSG00000158164	15,0	6,0	9,0	5,0
ENSG00000158169	268,0	250,0	248,0	165,0
ENSG00000158186	1031,0	903,0	1396,0	787,0
ENSG00000158195	4105,0	3693,0	4917,0	3251,0
ENSG00000158201	68,0	104,0	109,0	80,0
ENSG00000158220	8,0	3,0	6,0	4,0
ENSG00000158234	84,0	102,0	166,0	167,0
ENSG00000158246	18,0	102,0	35,0	77,0
ENSG00000158258	22,0	10,0	38,0	12,0
ENSG00000158270	4917,0	4456,0	5952,0	3184,0
ENSG00000158286	66,0	88,0	169,0	59,0
ENSG00000158290	2429,0	2314,0	2969,0	1635,0
ENSG00000158292	953,0	395,0	834,0	268,0
ENSG00000158296	55,0	60,0	96,0	65,0
ENSG00000158301	423,0	183,0	664,0	186,0
ENSG00000158315	43,0	24,0	55,0	17,0
ENSG00000158321	594,0	889,0	598,0	370,0
ENSG00000158352	90,0	38,0	40,0	21,0
ENSG00000158373	100,0	103,0	182,0	68,0
ENSG00000158402	6,0	3,0	10,0	6,0
ENSG00000158406	53,0	45,0	84,0	29,0
ENSG00000158411	323,0	311,0	346,0	187,0
ENSG00000158417	3125,0	3054,0	3884,0	2222,0
ENSG00000158423	19,0	5,0	23,0	6,0
ENSG00000158427	65,0	59,0	52,0	43,0
ENSG00000158428	2,0	6,0	5,0	5,0
ENSG00000158435	530,0	582,0	735,0	391,0
ENSG00000158445	57,0	46,0	242,0	143,0
ENSG00000158457	6,0	10,0	3,0	5,0
ENSG00000158458	4,0	2,0	1,0	0,0
ENSG00000158467	648,0	295,0	711,0	268,0
ENSG00000158470	1272,0	1265,0	1964,0	1246,0
ENSG00000158473	8,0	10,0	2,0	1,0
ENSG00000158477	0,0	0,0	0,0	0,0
ENSG00000158480	278,0	219,0	383,0	180,0
ENSG00000158481	0,0	0,0	0,0	0,0
ENSG00000158482	3,0	3,0	2,0	3,0
ENSG00000158483	124,0	56,0	172,0	37,0
ENSG00000158485	0,0	0,0	0,0	0,0
ENSG00000158486	4,0	2,0	8,0	6,0
ENSG00000158488	0,0	0,0	0,0	0,0
ENSG00000158497	0,0	0,0	0,0	0,0
ENSG00000158516	0,0	0,0	0,0	0,0
ENSG00000158517	7,0	1,0	9,0	2,0
ENSG00000158525	1,0	0,0	4,0	2,0
ENSG00000158526	721,0	668,0	841,0	513,0
ENSG00000158528	42,0	22,0	146,0	39,0
ENSG00000158545	909,0	859,0	947,0	520,0
ENSG00000158552	425,0	322,0	486,0	186,0
ENSG00000158553	0,0	0,0	0,0	0,0
ENSG00000158555	372,0	527,0	736,0	625,0
ENSG00000158560	7,0	3,0	22,0	17,0
ENSG00000158571	0,0	0,0	3,0	1,0
ENSG00000158578	0,0	0,0	0,0	0,0
ENSG00000158604	1385,0	1044,0	1401,0	915,0
ENSG00000158615	652,0	542,0	715,0	408,0
ENSG00000158623	828,0	605,0	1042,0	597,0
ENSG00000158636	531,0	285,0	492,0	263,0
ENSG00000158639	0,0	0,0	0,0	0,0
ENSG00000158669	1944,0	1405,0	2007,0	1069,0
ENSG00000158683	6,0	6,0	4,0	6,0
ENSG00000158691	175,0	146,0	218,0	93,0
ENSG00000158710	11095,0	11422,0	11255,0	4400,0
ENSG00000158711	943,0	827,0	954,0	688,0
ENSG00000158714	13,0	9,0	6,0	22,0
ENSG00000158715	9,0	10,0	9,0	6,0
ENSG00000158716	106,0	205,0	83,0	114,0
ENSG00000158717	159,0	141,0	204,0	96,0
ENSG00000158731	0,0	0,0	0,0	0,0
ENSG00000158747	9797,0	15371,0	11673,0	9780,0
ENSG00000158748	0,0	0,0	1,0	0,0
ENSG00000158764	0,0	0,0	0,0	0,0
ENSG00000158769	77,0	88,0	104,0	100,0
ENSG00000158773	622,0	543,0	654,0	331,0
ENSG00000158786	0,0	0,0	0,0	0,0
ENSG00000158792	100,0	128,0	80,0	73,0
ENSG00000158793	363,0	291,0	471,0	260,0
ENSG00000158796	599,0	601,0	700,0	410,0
ENSG00000158805	317,0	316,0	380,0	194,0
ENSG00000158806	59,0	26,0	32,0	17,0
ENSG00000158813	74,0	137,0	41,0	86,0
ENSG00000158815	8,0	8,0	13,0	8,0
ENSG00000158816	3,0	4,0	12,0	21,0
ENSG00000158825	8,0	10,0	43,0	22,0
ENSG00000158828	3090,0	3426,0	3299,0	2747,0
ENSG00000158850	284,0	287,0	300,0	237,0
ENSG00000158856	46,0	40,0	47,0	18,0
ENSG00000158859	45,0	114,0	114,0	110,0
ENSG00000158863	1514,0	1697,0	1569,0	845,0
ENSG00000158864	1327,0	1195,0	1640,0	865,0
ENSG00000158865	4,0	5,0	0,0	0,0
ENSG00000158869	2,0	1,0	6,0	2,0
ENSG00000158874	0,0	1,0	3,0	3,0
ENSG00000158882	227,0	200,0	241,0	119,0
ENSG00000158887	13,0	13,0	17,0	15,0
ENSG00000158901	1,0	0,0	0,0	3,0
ENSG00000158941	1646,0	1557,0	1827,0	1082,0
ENSG00000158955	1,0	1,0	0,0	1,0
ENSG00000158966	326,0	186,0	393,0	237,0
ENSG00000158985	319,0	344,0	345,0	345,0
ENSG00000158987	1441,0	645,0	1433,0	432,0
ENSG00000159023	535,0	318,0	670,0	234,0
ENSG00000159055	109,0	49,0	74,0	47,0
ENSG00000159063	401,0	337,0	473,0	277,0
ENSG00000159069	1971,0	2135,0	2220,0	1199,0
ENSG00000159079	253,0	277,0	304,0	214,0
ENSG00000159082	492,0	441,0	701,0	249,0
ENSG00000159086	747,0	570,0	620,0	399,0
ENSG00000159110	398,0	348,0	482,0	292,0
ENSG00000159111	870,0	672,0	784,0	429,0
ENSG00000159128	198,0	106,0	180,0	117,0
ENSG00000159131	851,0	1064,0	1194,0	608,0
ENSG00000159140	6474,0	5434,0	7069,0	4425,0
ENSG00000159147	186,0	222,0	210,0	182,0
ENSG00000159164	478,0	415,0	487,0	237,0
ENSG00000159166	0,0	0,0	0,0	3,0
ENSG00000159167	262,0	652,0	262,0	347,0
ENSG00000159173	0,0	4,0	10,0	1,0
ENSG00000159176	2325,0	2837,0	3670,0	2202,0
ENSG00000159182	0,0	0,0	0,0	0,0
ENSG00000159184	2,0	2,0	3,0	2,0
ENSG00000159186	0,0	0,0	0,0	0,0
ENSG00000159189	0,0	0,0	0,0	0,0
ENSG00000159197	1,0	2,0	5,0	1,0
ENSG00000159199	473,0	457,0	374,0	266,0
ENSG00000159200	801,0	3610,0	4186,0	3105,0
ENSG00000159202	3145,0	2934,0	3257,0	2159,0
ENSG00000159208	107,0	69,0	80,0	30,0
ENSG00000159210	967,0	773,0	973,0	583,0
ENSG00000159212	446,0	857,0	635,0	865,0
ENSG00000159214	82,0	60,0	88,0	48,0
ENSG00000159216	2771,0	3048,0	3805,0	2736,0
ENSG00000159217	102,0	71,0	150,0	84,0
ENSG00000159224	1,0	1,0	2,0	3,0
ENSG00000159228	1313,0	1238,0	1481,0	739,0
ENSG00000159231	253,0	209,0	318,0	207,0
ENSG00000159239	129,0	61,0	149,0	51,0
ENSG00000159247	0,0	0,0	0,0	0,0
ENSG00000159248	0,0	0,0	1,0	0,0
ENSG00000159251	1,0	1,0	1,0	4,0
ENSG00000159256	697,0	543,0	951,0	520,0
ENSG00000159259	69,0	75,0	129,0	56,0
ENSG00000159261	0,0	0,0	1,0	0,0
ENSG00000159263	27,0	15,0	22,0	27,0
ENSG00000159267	621,0	575,0	904,0	634,0
ENSG00000159289	0,0	5,0	3,0	1,0
ENSG00000159307	175,0	184,0	48,0	22,0
ENSG00000159314	42,0	39,0	42,0	12,0
ENSG00000159322	1248,0	1060,0	1272,0	798,0
ENSG00000159335	2802,0	3797,0	5307,0	3604,0
ENSG00000159337	1,0	4,0	4,0	1,0
ENSG00000159339	1,0	1,0	0,0	0,0
ENSG00000159346	1342,0	1398,0	1836,0	1308,0
ENSG00000159348	728,0	565,0	1011,0	618,0
ENSG00000159352	1665,0	1589,0	1984,0	1067,0
ENSG00000159363	243,0	318,0	411,0	230,0
ENSG00000159374	1,0	7,0	5,0	0,0
ENSG00000159377	2838,0	2853,0	3041,0	1775,0
ENSG00000159387	1,0	0,0	4,0	4,0
ENSG00000159388	1197,0	781,0	1122,0	545,0
ENSG00000159398	0,0	0,0	0,0	0,0
ENSG00000159399	815,0	927,0	615,0	429,0
ENSG00000159403	50049,0	50338,0	55449,0	34266,0
ENSG00000159409	0,0	0,0	0,0	3,0
ENSG00000159423	342,0	553,0	396,0	477,0
ENSG00000159433	1027,0	967,0	770,0	413,0
ENSG00000159445	242,0	192,0	333,0	159,0
ENSG00000159450	0,0	15,0	1,0	0,0
ENSG00000159455	0,0	1,0	3,0	0,0
ENSG00000159459	821,0	730,0	1129,0	551,0
ENSG00000159461	2094,0	2055,0	2934,0	1720,0
ENSG00000159479	453,0	469,0	595,0	337,0
ENSG00000159495	0,0	0,0	0,0	0,0
ENSG00000159496	104,0	94,0	142,0	59,0
ENSG00000159516	0,0	0,0	0,0	0,0
ENSG00000159527	0,0	0,0	0,0	0,0
ENSG00000159556	36,0	56,0	20,0	6,0
ENSG00000159579	1036,0	752,0	1051,0	464,0
ENSG00000159588	5,0	7,0	9,0	2,0
ENSG00000159592	1254,0	1145,0	1458,0	957,0
ENSG00000159593	629,0	735,0	780,0	566,0
ENSG00000159596	462,0	356,0	514,0	260,0
ENSG00000159618	0,0	0,0	1,0	0,0
ENSG00000159625	1,0	1,0	3,0	2,0
ENSG00000159640	130,0	99,0	170,0	95,0
ENSG00000159648	1,0	3,0	2,0	3,0
ENSG00000159650	0,0	0,0	0,0	0,0
ENSG00000159658	2859,0	2952,0	3545,0	2633,0
ENSG00000159674	14003,0	8845,0	8138,0	2462,0
ENSG00000159685	105,0	72,0	166,0	69,0
ENSG00000159692	2747,0	1972,0	2475,0	1140,0
ENSG00000159708	7,0	2,0	16,0	2,0
ENSG00000159712	1,0	0,0	1,0	0,0
ENSG00000159713	20,0	7,0	17,0	4,0
ENSG00000159714	435,0	334,0	392,0	264,0
ENSG00000159720	1662,0	1255,0	1937,0	881,0
ENSG00000159723	1,0	0,0	0,0	0,0
ENSG00000159733	226,0	227,0	236,0	130,0
ENSG00000159753	5,0	2,0	4,0	0,0
ENSG00000159761	63,0	91,0	83,0	43,0
ENSG00000159763	0,0	2,0	4,0	4,0
ENSG00000159784	260,0	163,0	316,0	155,0
ENSG00000159788	476,0	413,0	428,0	281,0
ENSG00000159792	1111,0	1143,0	1100,0	807,0
ENSG00000159840	7532,0	11357,0	9198,0	7827,0
ENSG00000159842	45,0	31,0	33,0	17,0
ENSG00000159860	4,0	18,0	18,0	7,0
ENSG00000159871	16,0	12,0	23,0	16,0
ENSG00000159873	556,0	419,0	559,0	356,0
ENSG00000159882	98,0	76,0	120,0	70,0
ENSG00000159884	337,0	650,0	409,0	462,0
ENSG00000159885	71,0	36,0	79,0	36,0
ENSG00000159899	1409,0	1562,0	1878,0	1387,0
ENSG00000159904	6,0	1,0	0,0	0,0
ENSG00000159905	57,0	42,0	70,0	21,0
ENSG00000159915	47,0	14,0	81,0	36,0
ENSG00000159917	63,0	41,0	89,0	55,0
ENSG00000159921	510,0	471,0	547,0	318,0
ENSG00000159958	9,0	5,0	15,0	5,0
ENSG00000159961	0,0	0,0	0,0	0,0
ENSG00000160007	3124,0	2279,0	3388,0	1679,0
ENSG00000160013	81,0	69,0	142,0	126,0
ENSG00000160014	5871,0	4316,0	7547,0	3842,0
ENSG00000160049	1028,0	730,0	1111,0	498,0
ENSG00000160050	90,0	65,0	113,0	39,0
ENSG00000160051	46,0	47,0	93,0	43,0
ENSG00000160055	224,0	138,0	281,0	141,0
ENSG00000160058	1957,0	1487,0	2184,0	1034,0
ENSG00000160062	238,0	267,0	279,0	155,0
ENSG00000160072	253,0	321,0	262,0	220,0
ENSG00000160075	1726,0	1770,0	2062,0	1302,0
ENSG00000160087	582,0	584,0	683,0	424,0
ENSG00000160094	699,0	574,0	910,0	514,0
ENSG00000160097	19,0	11,0	20,0	4,0
ENSG00000160111	58,0	46,0	52,0	24,0
ENSG00000160113	427,0	367,0	402,0	252,0
ENSG00000160117	15,0	25,0	18,0	14,0
ENSG00000160124	118,0	92,0	156,0	100,0
ENSG00000160131	725,0	698,0	899,0	625,0
ENSG00000160145	104,0	21,0	40,0	18,0
ENSG00000160161	0,0	3,0	3,0	0,0
ENSG00000160172	70,0	29,0	113,0	39,0
ENSG00000160179	132,0	156,0	200,0	131,0
ENSG00000160180	0,0	0,0	0,0	0,0
ENSG00000160181	0,0	0,0	1,0	1,0
ENSG00000160182	0,0	0,0	0,0	0,0
ENSG00000160183	0,0	2,0	0,0	0,0
ENSG00000160185	0,0	0,0	0,0	0,0
ENSG00000160188	3,0	5,0	4,0	1,0
ENSG00000160190	48,0	56,0	53,0	63,0
ENSG00000160191	17,0	12,0	14,0	5,0
ENSG00000160193	98,0	99,0	99,0	52,0
ENSG00000160194	662,0	548,0	763,0	414,0
ENSG00000160199	421,0	317,0	471,0	182,0
ENSG00000160200	132,0	207,0	239,0	305,0
ENSG00000160201	537,0	529,0	456,0	188,0
ENSG00000160202	0,0	0,0	0,0	0,0
ENSG00000160207	12,0	17,0	18,0	12,0
ENSG00000160208	650,0	529,0	743,0	368,0
ENSG00000160209	1612,0	1682,0	2213,0	1264,0
ENSG00000160211	5257,0	4876,0	4223,0	1533,0
ENSG00000160213	1133,0	1357,0	2259,0	1437,0
ENSG00000160214	334,0	247,0	313,0	157,0
ENSG00000160216	1779,0	1646,0	2334,0	1442,0
ENSG00000160218	873,0	713,0	764,0	682,0
ENSG00000160219	54,0	90,0	41,0	39,0
ENSG00000160221	452,0	397,0	303,0	74,0
ENSG00000160223	20,0	17,0	19,0	4,0
ENSG00000160224	1,0	5,0	2,0	1,0
ENSG00000160226	609,0	573,0	851,0	432,0
ENSG00000160229	6,0	6,0	8,0	13,0
ENSG00000160233	31,0	38,0	118,0	93,0
ENSG00000160255	2,0	5,0	11,0	2,0
ENSG00000160256	85,0	116,0	124,0	106,0
ENSG00000160271	728,0	478,0	846,0	296,0
ENSG00000160282	43,0	41,0	11,0	4,0
ENSG00000160284	39,0	31,0	160,0	79,0
ENSG00000160285	4833,0	3639,0	4300,0	2282,0
ENSG00000160293	620,0	512,0	697,0	371,0
ENSG00000160294	2347,0	1921,0	2236,0	1285,0
ENSG00000160298	87,0	42,0	67,0	44,0
ENSG00000160299	879,0	906,0	1184,0	499,0
ENSG00000160305	1028,0	811,0	1098,0	554,0
ENSG00000160307	15,0	14,0	46,0	21,0
ENSG00000160310	2423,0	1979,0	3051,0	1303,0
ENSG00000160318	6,0	9,0	3,0	1,0
ENSG00000160321	13,0	24,0	2,0	6,0
ENSG00000160323	106,0	99,0	141,0	76,0
ENSG00000160325	96,0	77,0	168,0	68,0
ENSG00000160326	38,0	35,0	46,0	20,0
ENSG00000160336	262,0	225,0	313,0	218,0
ENSG00000160339	0,0	0,0	0,0	0,0
ENSG00000160345	61,0	47,0	69,0	31,0
ENSG00000160349	0,0	1,0	0,0	0,0
ENSG00000160352	49,0	16,0	122,0	57,0
ENSG00000160360	2558,0	1665,0	2550,0	1032,0
ENSG00000160392	167,0	117,0	159,0	98,0
ENSG00000160396	6,0	7,0	10,0	2,0
ENSG00000160401	20,0	25,0	25,0	24,0
ENSG00000160404	121,0	117,0	99,0	85,0
ENSG00000160408	3296,0	3932,0	3737,0	2825,0
ENSG00000160410	988,0	1027,0	1291,0	637,0
ENSG00000160439	68,0	86,0	51,0	28,0
ENSG00000160445	2037,0	1784,0	2420,0	1356,0
